Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated "
11/03/2020,11/04/2020,Owls Head,OH,5323.00,1889644.66,This sample was analyzed in duplicate. The higher of the 2 results is reported - Sample processing method slightly different due to supply chain issues,906442
11/03/2020,11/04/2020,Port Richmond,PR,8488.00,3693792.65,Sample processing method slightly different due to supply chain issues,226167
11/03/2020,11/04/2020,Red Hook,RH,4098.00,1592650.63,Sample processing method slightly different due to supply chain issues,224029
11/03/2020,11/04/2020,Rockaway,RK,966.00,546132.56,Sample processing method slightly different due to supply chain issues,120539
11/03/2020,11/04/2020,Tallman Island,TI,2739.00,1497854.97,Sample processing method slightly different due to supply chain issues,449907
11/03/2020,11/04/2020,Wards Island,WI,3604.00,1953133.09,Sample processing method slightly different due to supply chain issues,1201485
11/08/2020,11/09/2020,26th Ward,26W,4401.00,2694244.92,,290608
11/08/2020,11/09/2020,Bowery Bay,BB,15236.00,5239193.87,,924695
11/08/2020,11/09/2020,Coney Island,CI,10920.00,4725167.42,,682342
11/08/2020,11/09/2020,Hunts Point,HP,6518.00,3982133.06,,755948
11/08/2020,11/09/2020,Jamaica Bay,JA,11355.00,4477890.58,,748737
11/08/2020,11/09/2020,Newtown Creek,NC,9341.00,4953011.63,This sample was analyzed in duplicate. The higher of the 2 results is reported,1156473
11/08/2020,11/09/2020,North River,NR,8430.00,3924692.29,,658596
11/08/2020,11/09/2020,Oakwood Beach,OB,10368.00,3731524.81,,258731
11/08/2020,11/09/2020,Owls Head,OH,12038.00,4323405.17,,906442
11/08/2020,11/09/2020,Port Richmond,PR,12649.00,5080919.44,,226167
11/08/2020,11/09/2020,Red Hook,RH,2186.00,849492.34,,224029
11/08/2020,11/09/2020,Rockaway,RK,2072.00,1301361.91,,120539
11/08/2020,11/09/2020,Tallman Island,TI,4169.00,1683504.33,,449907
11/08/2020,11/09/2020,Wards Island,WI,8221.00,4325374.18,,1201485
11/10/2020,11/11/2020,26th Ward,26W,5813.00,3331669.65,,290608
11/10/2020,11/11/2020,Bowery Bay,BB,11977.00,4118499.14,,924695
11/10/2020,11/11/2020,Coney Island,CI,4755.00,1978308.46,,682342
11/10/2020,11/17/2020,Hunts Point,HP,646.00,371849.05,,755948
11/10/2020,11/11/2020,Jamaica Bay,JA,11366.00,4252382.24,This sample was analyzed in duplicate. The higher of the 2 results is reported,748737
11/10/2020,11/11/2020,Newtown Creek,NC,6375.00,3505876.85,,1156473
11/10/2020,11/11/2020,North River,NR,7882.00,4077289.02,,658596
11/10/2020,11/11/2020,Oakwood Beach,OB,7030.00,2561046.63,,258731
11/10/2020,11/11/2020,Owls Head,OH,11226.00,4078593.85,,906442
11/10/2020,11/11/2020,Port Richmond,PR,16314.00,6553272.03,,226167
11/10/2020,11/11/2020,Red Hook,RH,9343.00,3631125.45,,224029
11/10/2020,11/11/2020,Rockaway,RK,586.00,349454.95,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539
11/10/2020,11/11/2020,Tallman Island,TI,8766.00,3687662.28,,449907
11/10/2020,11/11/2020,Wards Island,WI,8257.00,4396610.58,,1201485
11/15/2020,11/16/2020,26th Ward,26W,2464.00,2311272.16,This sample was analyzed in duplicate. The higher of the 2 results is reported - Sample processing method slightly different due to supply chain issues,290608
11/15/2020,11/16/2020,Bowery Bay,BB,1601.00,897707.45,Sample processing method slightly different due to supply chain issues,924695
11/15/2020,11/16/2020,Coney Island,CI,1733.00,913366.27,Sample processing method slightly different due to supply chain issues,682342
11/15/2020,11/16/2020,Hunts Point,HP,4704.00,3509625.30,Sample processing method slightly different due to supply chain issues,755948
11/15/2020,11/16/2020,Jamaica Bay,JA,18889.00,8785739.79,Sample processing method slightly different due to supply chain issues,748737
11/15/2020,11/16/2020,Newtown Creek,NC,2296.00,1713703.06,Sample processing method slightly different due to supply chain issues,1156473
11/15/2020,11/16/2020,North River,NR,815.00,440403.49,Sample processing method slightly different due to supply chain issues,658596
11/15/2020,11/16/2020,Oakwood Beach,OB,2693.00,1162443.48,Sample processing method slightly different due to supply chain issues,258731
11/15/2020,11/16/2020,Owls Head,OH,3418.00,1470258.46,Sample processing method slightly different due to supply chain issues,906442
11/15/2020,11/16/2020,Port Richmond,PR,1681.00,1041223.74,Sample processing method slightly different due to supply chain issues,226167
11/15/2020,11/16/2020,Red Hook,RH,985.00,632632.82,Sample processing method slightly different due to supply chain issues,224029
11/15/2020,11/16/2020,Rockaway,RK,907.00,711730.41,Sample processing method slightly different due to supply chain issues,120539
11/15/2020,11/16/2020,Tallman Island,TI,1741.00,1010941.86,Sample processing method slightly different due to supply chain issues,449907
11/15/2020,11/16/2020,Wards Island,WI,2572.00,1547891.62,Sample processing method slightly different due to supply chain issues,1201485
11/17/2020,11/18/2020,26th Ward,26W,4710.00,3128639.90,,290608
11/17/2020,11/18/2020,Bowery Bay,BB,8786.00,3057378.10,,924695
11/17/2020,11/18/2020,Coney Island,CI,3600.00,1857561.53,,682342
11/17/2020,11/18/2020,Hunts Point,HP,4164.00,2481103.24,,755948
11/17/2020,11/18/2020,Jamaica Bay,JA,3843.00,1457278.20,,748737
11/17/2020,11/18/2020,Newtown Creek,NC,5830.00,3263372.24,,1156473
11/17/2020,11/18/2020,North River,NR,4110.00,2031419.81,,658596
11/17/2020,11/18/2020,Oakwood Beach,OB,3499.00,1545988.34,,258731
11/17/2020,11/18/2020,Owls Head,OH,8488.00,2871358.83,This sample was analyzed in duplicate. The higher of the 2 results is reported,906442
11/17/2020,11/18/2020,Port Richmond,PR,6784.00,2838442.62,,226167
11/17/2020,11/18/2020,Red Hook,RH,4014.00,1559909.42,,224029
11/17/2020,11/18/2020,Rockaway,RK,2098.00,1317984.41,,120539
11/17/2020,11/18/2020,Tallman Island,TI,2573.00,1147540.51,,449907
11/17/2020,11/18/2020,Wards Island,WI,5365.00,2822723.62,,1201485
11/22/2020,11/23/2020,26th Ward,26W,9990.00,6245977.97,,290608
11/22/2020,11/23/2020,Bowery Bay,BB,12422.00,4830927.11,This sample was analyzed in duplicate. The higher of the 2 results is reported,924695
11/22/2020,11/23/2020,Coney Island,CI,5169.00,2179556.89,,682342
11/22/2020,11/23/2020,Hunts Point,HP,8993.00,5718984.53,,755948
11/22/2020,11/23/2020,Jamaica Bay,JA,11173.00,4293251.24,,748737
11/22/2020,11/23/2020,Newtown Creek,NC,5481.00,3265216.88,,1156473
11/22/2020,11/23/2020,North River,NR,10432.00,5156487.27,,658596
11/22/2020,11/23/2020,Oakwood Beach,OB,2744.00,1055780.95,,258731
11/22/2020,11/23/2020,Owls Head,OH,5310.00,2040309.01,,906442
11/22/2020,11/23/2020,Port Richmond,PR,12186.00,5302780.35,,226167
11/22/2020,11/23/2020,Red Hook,RH,7890.00,2932943.14,,224029
11/22/2020,11/23/2020,Rockaway,RK,957.00,601330.65,,120539
11/22/2020,11/23/2020,Tallman Island,TI,7163.00,3013553.59,,449907
11/22/2020,11/23/2020,Wards Island,WI,9925.00,5347101.68,,1201485
11/24/2020,11/25/2020,26th Ward,26W,10802.00,6753951.28,,290608
11/24/2020,11/25/2020,Bowery Bay,BB,13482.00,4525559.99,,924695
11/24/2020,11/25/2020,Coney Island,CI,5950.00,2838755.15,,682342
11/24/2020,11/25/2020,Hunts Point,HP,10658.00,6404123.29,,755948
11/24/2020,11/25/2020,Jamaica Bay,JA,16487.00,6168143.55,,748737
11/24/2020,11/25/2020,Newtown Creek,NC,6555.00,3626112.23,,1156473
11/24/2020,11/25/2020,North River,NR,6230.00,3079499.51,This sample was analyzed in duplicate. The higher of the 2 results is reported,658596
11/24/2020,11/25/2020,Oakwood Beach,OB,14734.00,5669303.42,,258731
11/24/2020,11/25/2020,Owls Head,OH,14167.00,4910679.58,,906442
11/24/2020,11/25/2020,Port Richmond,PR,16923.00,6514694.93,,226167
11/24/2020,11/25/2020,Red Hook,RH,6464.00,2402873.53,,224029
11/24/2020,11/25/2020,Rockaway,RK,2785.00,1749336.96,,120539
11/24/2020,11/25/2020,Tallman Island,TI,2903.00,1538708.02,,449907
11/24/2020,11/25/2020,Wards Island,WI,8601.00,4579501.72,,1201485
11/29/2020,11/30/2020,26th Ward,26W,9478.00,5925813.84,,290608
11/29/2020,11/30/2020,Bowery Bay,BB,20669.00,7107479.31,,924695
11/29/2020,11/30/2020,Coney Island,CI,37486.00,15804952.84,,682342
11/29/2020,11/30/2020,Hunts Point,HP,15763.00,9551169.90,,755948
11/29/2020,11/30/2020,Jamaica Bay,JA,5448.00,2093399.94,,748737
11/29/2020,11/30/2020,Newtown Creek,NC,15280.00,8252422.82,,1156473
11/29/2020,11/30/2020,North River,NR,7478.00,3567295.66,,658596
11/29/2020,11/30/2020,Oakwood Beach,OB,14972.00,5870460.83,,258731
11/29/2020,11/30/2020,Owls Head,OH,4830.00,1654008.73,,906442
11/29/2020,11/30/2020,Port Richmond,PR,14272.00,5972030.51,,226167
11/29/2020,11/30/2020,Red Hook,RH,6138.00,2177870.10,This sample was analyzed in duplicate. The higher of the 2 results is reported,224029
11/29/2020,11/30/2020,Rockaway,RK,3372.00,2012135.32,,120539
11/29/2020,11/30/2020,Tallman Island,TI,14808.00,6229629.52,,449907
11/29/2020,11/30/2020,Wards Island,WI,9124.00,4742892.01,,1201485
12/01/2020,12/02/2020,26th Ward,26W,6117.00,4382630.00,,290608
12/01/2020,12/02/2020,Bowery Bay,BB,20411.00,7520193.55,This sample was analyzed in duplicate. The higher of the 2 results is reported,924695
12/01/2020,12/02/2020,Coney Island,CI,9945.00,5186350.97,,682342
12/01/2020,12/02/2020,Hunts Point,HP,7420.00,4941911.78,,755948
12/01/2020,12/02/2020,Jamaica Bay,JA,18238.00,7284132.80,,748737
12/01/2020,12/02/2020,Newtown Creek,NC,4656.00,2712573.20,,1156473
12/01/2020,12/02/2020,North River,NR,5201.00,2630840.39,,658596
12/01/2020,12/02/2020,Oakwood Beach,OB,5246.00,2302621.86,,258731
12/01/2020,12/02/2020,Owls Head,OH,19180.00,6728396.16,,906442
12/01/2020,12/02/2020,Port Richmond,PR,29725.00,14925291.90,,226167
12/01/2020,12/02/2020,Red Hook,RH,4262.00,1584442.51,,224029
12/01/2020,12/02/2020,Rockaway,RK,1970.00,1361056.44,,120539
12/01/2020,12/02/2020,Tallman Island,TI,6422.00,3674470.47,,449907
12/01/2020,12/02/2020,Wards Island,WI,11728.00,6835708.74,,1201485
12/06/2020,12/07/2020,26th Ward,26W,11291.00,7794790.29,,290608
12/06/2020,12/07/2020,Bowery Bay,BB,,,Analytical issue,924695
12/06/2020,12/07/2020,Coney Island,CI,11944.00,6560056.93,,682342
12/06/2020,12/07/2020,Hunts Point,HP,11143.00,7476839.36,,755948
12/06/2020,12/07/2020,Jamaica Bay,JA,26163.00,10846267.69,This sample was analyzed in duplicate. The higher of the 2 results is reported,748737
12/06/2020,12/07/2020,Newtown Creek,NC,10455.00,5817435.35,,1156473
12/06/2020,12/07/2020,North River,NR,6659.00,3291548.62,,658596
12/06/2020,12/07/2020,Oakwood Beach,OB,14322.00,6558585.55,,258731
12/06/2020,12/07/2020,Owls Head,OH,22153.00,7863799.98,,906442
12/06/2020,12/07/2020,Port Richmond,PR,23405.00,11360348.96,,226167
12/06/2020,12/07/2020,Red Hook,RH,10940.00,4251601.88,,224029
12/06/2020,12/07/2020,Rockaway,RK,8315.00,5222767.28,,120539
12/06/2020,12/07/2020,Tallman Island,TI,11747.00,6523277.57,,449907
12/06/2020,12/07/2020,Wards Island,WI,14669.00,8133995.86,,1201485
12/08/2020,12/09/2020,26th Ward,26W,13678.00,8730160.03,,290608
12/08/2020,12/09/2020,Bowery Bay,BB,19174.00,7142781.06,,924695
12/08/2020,12/09/2020,Coney Island,CI,52960.00,23504457.70,,682342
12/08/2020,12/09/2020,Hunts Point,HP,27233.00,17728055.13,,755948
12/08/2020,12/09/2020,Jamaica Bay,JA,29516.00,11788671.51,,748737
12/08/2020,12/09/2020,Newtown Creek,NC,13317.00,7759204.77,This sample was analyzed in duplicate. The higher of the 2 results is reported,1156473
12/08/2020,12/09/2020,North River,NR,7921.00,4006501.77,,658596
12/08/2020,12/09/2020,Oakwood Beach,OB,20288.00,8459485.02,,258731
12/08/2020,12/09/2020,Owls Head,OH,21469.00,7531265.64,,906442
12/08/2020,12/09/2020,Port Richmond,PR,36242.00,15771409.88,,226167
12/08/2020,12/09/2020,Red Hook,RH,6521.00,2534416.06,,224029
12/08/2020,12/09/2020,Rockaway,RK,12152.00,7632282.32,,120539
12/08/2020,12/09/2020,Tallman Island,TI,15365.00,7627405.37,,449907
12/08/2020,12/09/2020,Wards Island,WI,16350.00,8705823.92,,1201485
12/13/2020,12/14/2020,26th Ward,26W,12203.00,7947510.10,,290608
12/13/2020,12/14/2020,Bowery Bay,BB,15253.00,5869345.61,,924695
12/13/2020,12/14/2020,Coney Island,CI,29495.00,12926497.69,This sample was analyzed in duplicate. The higher of the 2 results is reported,682342
12/13/2020,12/14/2020,Hunts Point,HP,13738.00,8392535.31,,755948
12/13/2020,12/14/2020,Jamaica Bay,JA,22866.00,8785815.13,,748737
12/13/2020,12/14/2020,Newtown Creek,NC,9897.00,5474563.19,,1156473
12/13/2020,12/14/2020,North River,NR,9138.00,4569644.09,,658596
12/13/2020,12/14/2020,Oakwood Beach,OB,44382.00,17402241.94,,258731
12/13/2020,12/14/2020,Owls Head,OH,32278.00,11592459.15,,906442
12/13/2020,12/14/2020,Port Richmond,PR,22695.00,9876289.17,,226167
12/13/2020,12/14/2020,Red Hook,RH,8735.00,3542258.75,,224029
12/13/2020,12/14/2020,Rockaway,RK,9700.00,6396959.17,,120539
12/13/2020,12/14/2020,Tallman Island,TI,24466.00,10292506.65,,449907
12/13/2020,12/14/2020,Wards Island,WI,20478.00,10903678.65,,1201485
12/15/2020,12/16/2020,26th Ward,26W,12790.00,8163147.77,,290608
12/15/2020,12/16/2020,Bowery Bay,BB,21547.00,7409315.02,,924695
12/15/2020,12/16/2020,Coney Island,CI,24437.00,11116504.12,,682342
12/15/2020,12/16/2020,Hunts Point,HP,15707.00,9595528.47,,755948
12/15/2020,12/16/2020,Jamaica Bay,JA,26079.00,10416182.30,,748737
12/15/2020,12/16/2020,Newtown Creek,NC,26705.00,15646509.93,,1156473
12/15/2020,12/16/2020,North River,NR,4610.00,2463987.20,,658596
12/15/2020,12/16/2020,Oakwood Beach,OB,25791.00,9395679.34,,258731
12/15/2020,12/16/2020,Owls Head,OH,29004.00,10295598.11,,906442
12/15/2020,12/16/2020,Port Richmond,PR,16514.00,6909884.84,,226167
12/15/2020,12/16/2020,Red Hook,RH,4719.00,1834005.32,,224029
12/15/2020,12/16/2020,Rockaway,RK,13152.00,8673268.90,This sample was analyzed in duplicate. The higher of the 2 results is reported,120539
12/15/2020,12/16/2020,Tallman Island,TI,19474.00,8520315.40,,449907
12/15/2020,12/16/2020,Wards Island,WI,11186.00,5744707.06,,1201485
12/20/2020,12/21/2020,26th Ward,26W,11369.00,8145024.02,,290608
12/20/2020,12/21/2020,Bowery Bay,BB,17290.00,7573227.05,,924695
12/20/2020,12/21/2020,Coney Island,CI,10617.00,5242274.14,,682342
12/20/2020,12/21/2020,Hunts Point,HP,10938.00,7558553.36,,755948
12/20/2020,12/21/2020,Jamaica Bay,JA,36771.00,15616052.76,,748737
12/20/2020,12/21/2020,Newtown Creek,NC,7382.00,4784336.99,,1156473
12/20/2020,12/21/2020,North River,NR,13711.00,8432311.72,,658596
12/20/2020,12/21/2020,Oakwood Beach,OB,24680.00,9460466.28,,258731
12/20/2020,12/21/2020,Owls Head,OH,32014.00,14037911.76,,906442
12/20/2020,12/21/2020,Port Richmond,PR,24881.00,11660075.95,,226167
12/20/2020,12/21/2020,Red Hook,RH,5063.00,3336482.26,,224029
12/20/2020,12/21/2020,Rockaway,RK,5222.00,3607987.73,,120539
12/20/2020,12/21/2020,Tallman Island,TI,18617.00,8771818.01,,449907
12/20/2020,12/21/2020,Wards Island,WI,15030.00,8334496.71,This sample was analyzed in duplicate. The higher of the 2 results is reported,1201485
12/22/2020,12/23/2020,26th Ward,26W,5177.00,5394626.31,,290608
12/22/2020,12/23/2020,Bowery Bay,BB,20981.00,10306923.05,,924695
12/22/2020,12/23/2020,Coney Island,CI,17494.00,7958104.35,,682342
12/22/2020,12/23/2020,Hunts Point,HP,16303.00,12082663.60,,755948
12/22/2020,12/23/2020,Jamaica Bay,JA,36011.00,15657505.10,This sample was analyzed in duplicate. The higher of the 2 results is reported,748737
12/22/2020,12/23/2020,Newtown Creek,NC,11949.00,7939930.85,,1156473
12/22/2020,12/23/2020,North River,NR,8319.00,4829586.22,,658596
12/22/2020,12/23/2020,Oakwood Beach,OB,15309.00,6249082.82,,258731
12/22/2020,12/23/2020,Owls Head,OH,19284.00,7570175.42,,906442
12/22/2020,12/23/2020,Port Richmond,PR,9843.00,4942400.06,,226167
12/22/2020,12/23/2020,Red Hook,RH,7526.00,3560747.43,,224029
12/22/2020,12/23/2020,Rockaway,RK,10247.00,6435695.40,,120539
12/22/2020,12/23/2020,Tallman Island,TI,18341.00,10648041.06,,449907
12/22/2020,12/23/2020,Wards Island,WI,13131.00,8274177.18,,1201485
12/27/2020,12/28/2020,26th Ward,26W,12240.00,8290610.02,,290608
12/27/2020,12/28/2020,Bowery Bay,BB,15286.00,5569431.26,,924695
12/27/2020,12/28/2020,Coney Island,CI,14988.00,6485662.79,,682342
12/27/2020,12/28/2020,Hunts Point,HP,9451.00,6246885.68,,755948
12/27/2020,12/28/2020,Jamaica Bay,JA,13776.00,5711047.53,,748737
