state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage,all_pediatric_inpatient_bed_occupied,all_pediatric_inpatient_bed_occupied_coverage,all_pediatric_inpatient_beds,all_pediatric_inpatient_beds_coverage,previous_day_admission_pediatric_covid_confirmed_0_4,previous_day_admission_pediatric_covid_confirmed_0_4_coverage,previous_day_admission_pediatric_covid_confirmed_12_17,previous_day_admission_pediatric_covid_confirmed_12_17_coverage, previous_day_admission_pediatric_covid_confirmed_5_11,previous_day_admission_pediatric_covid_confirmed_5_11_coverage,previous_day_admission_pediatric_covid_confirmed_unknown,previous_day_admission_pediatric_covid_confirmed_unknown_coverage,staffed_icu_pediatric_patients_confirmed_covid,staffed_icu_pediatric_patients_confirmed_covid_coverage,staffed_pediatric_icu_bed_occupancy,staffed_pediatric_icu_bed_occupancy_coverage,total_staffed_pediatric_icu_beds,total_staffed_pediatric_icu_beds_coverage
LA,2,26,116,13,116,15,27,142,12518,144,8914,144,341,142,53,144,1,143,2,142,1,142,1208,144,70,142,71,144,330,142,319,144,11,142,10,142,1517,144,0.712094583799329,144,8914,12518,0.038587756025801,142,341,8837,0.027480054798936,142,341,12409,0.046697798532355,142,70,1499,0.796308503625577,144,1208,1517,2023/01/22,,1,144,0,143,5,143,4,143,4,143,6,143,14,143,19,143,0,143,0,144,1,143,0,143,0,143,0,143,2,143,0,143,4,143,8,144,1,34,1692,40,525,0,0,0,3,144,7,144,0,31,0,31,30,0,31,144,441,142,745,142,1,142,0,140,1,139,0,141,3,142,135,142,239,142
WV,0,3,50,21,28,4,3,49,4848,53,3975,53,266,49,27,53,0,53,0,49,0,49,464,53,35,49,37,53,260,49,253,53,6,49,5,49,586,53,0.819925742574257,53,3975,4848,0.067839836776333,49,266,3921,0.055847155154315,49,266,4763,0.063176895306859,49,35,554,0.791808873720136,53,464,586,2023/01/22,,0,53,1,53,0,53,1,53,2,53,5,53,6,53,12,53,0,53,0,53,2,53,2,53,3,53,3,53,3,53,5,53,10,53,28,53,0,3,0,0,0,0,0,0,5,53,4,53,0,3,0,3,19,0,3,53,181,49,282,49,0,49,0,49,0,49,0,3,2,49,34,49,46,49
KS,6,12,96,17,85,12,5,111,6155,114,3767,114,164,111,22,114,0,114,2,111,1,111,444,114,18,111,19,114,161,111,154,114,3,111,3,111,613,114,0.612022745735175,114,3767,6155,0.044074173609245,111,164,3721,0.026929392446634,111,164,6090,0.030252100840336,111,18,595,0.724306688417618,114,444,613,2023/01/22,,1,112,1,100,1,100,3,101,3,100,4,101,6,100,7,102,0,114,0,113,1,99,4,100,5,101,3,101,2,100,5,101,6,99,26,114,0,24,212,119,158,0,0,0,2,114,3,114,0,24,0,24,17,0,24,114,127,111,217,111,1,111,0,97,0,97,1,111,0,111,26,111,48,111
NJ,1,8,67,9,57,10,19,75,21341,76,15020,76,1385,75,181,76,2,76,7,75,6,75,1272,76,117,75,114,76,1351,75,1325,76,34,75,11,75,2818,76,0.703809568436343,76,15020,21341,0.092210386151798,75,1385,15020,0.064898552082845,75,1385,21341,0.041518807665011,75,117,2818,0.4513839602555,76,1272,2818,2023/01/22,,1,76,11,76,12,76,5,76,19,76,27,76,34,76,70,76,2,76,0,76,3,76,4,76,7,76,9,76,13,76,9,76,11,76,58,76,0,9,143,0,258,1,0,0,23,76,11,76,0,9,0,9,96,0,9,76,509,75,776,75,3,75,3,75,0,75,1,75,4,75,100,75,127,75
HI,0,4,19,3,16,4,4,23,2530,23,1989,23,95,23,11,23,0,23,4,23,0,23,149,23,8,23,8,23,85,23,83,23,10,23,2,23,221,23,0.786166007905138,23,1989,2530,0.047762694821518,23,95,1989,0.037549407114625,23,95,2530,0.036199095022624,23,8,221,0.67420814479638,23,149,221,2023/01/22,,0,22,1,21,0,21,0,21,0,21,4,21,2,21,2,21,2,23,0,22,0,21,1,21,0,21,0,21,0,21,2,21,0,21,3,23,0,8,109,0,0,0,0,15,0,23,1,23,0,8,0,8,4,0,8,23,61,23,98,23,1,23,1,21,2,21,1,23,0,23,6,23,27,23
TN,2,24,79,22,14,69,9,102,17187,105,13206,104,593,102,60,105,0,105,1,102,1,102,1606,103,94,102,92,105,577,102,542,105,16,102,15,102,2069,105,0.772958735733099,104,13206,17085,0.045664561835823,101,593,12986,0.035153239670401,102,593,16869,0.047402924861321,102,94,1983,0.783796974133724,103,1606,2049,2023/01/22,,0,105,3,105,0,105,1,105,8,105,15,104,15,105,12,105,6,105,0,105,0,105,3,105,2,105,6,105,7,105,3,105,6,105,27,105,3,35,0,0,0,12,0,0,10,105,5,105,0,34,0,34,74,1,34,105,737,102,988,102,1,102,0,102,0,102,0,102,6,102,123,102,156,102
RI,0,0,14,1,10,3,7,13,2020,14,1826,14,114,13,16,14,0,14,0,13,0,13,117,14,4,13,4,14,110,13,112,14,4,13,3,13,140,14,0.903960396039604,14,1826,2020,0.062431544359255,13,114,1826,0.056435643564356,13,114,2020,0.028571428571429,13,4,140,0.835714285714286,14,117,140,2023/01/22,,0,14,0,14,2,14,1,14,1,14,6,14,1,14,5,14,0,14,0,14,0,14,0,14,1,14,0,14,2,14,2,14,0,14,5,14,,0,0,,0,0,,0,4,14,1,14,,0,,0,22,,0,14,216,13,228,13,0,13,0,13,0,13,0,13,0,13,73,13,79,13
MT,4,43,14,6,52,3,1,60,2588,61,1684,61,36,60,7,61,0,61,0,60,4,60,124,61,3,60,3,61,35,60,34,61,1,60,0,60,221,61,0.650695517774343,61,1684,2588,0.021595680863827,60,36,1667,0.014067995310668,60,36,2559,0.013953488372093,60,3,215,0.561085972850679,61,124,221,2023/01/22,,0,61,1,59,0,59,1,59,0,59,2,59,1,59,2,59,0,61,1,61,2,59,2,59,4,59,3,59,2,59,0,59,1,59,15,61,0,50,0,0,0,0,0,0,1,61,3,61,0,3,0,3,8,0,3,61,46,60,90,60,0,60,0,58,0,58,0,60,0,60,5,60,29,60
MN,0,1,128,8,77,44,32,128,9333,129,7754,129,431,128,56,129,0,129,0,128,1,128,616,129,46,128,40,129,415,128,374,129,16,128,14,128,848,129,0.830815386263795,129,7754,9333,0.056480146769755,128,431,7631,0.046960122030944,128,431,9178,0.055893074119077,128,46,823,0.726415094339623,129,616,848,2023/01/22,,0,129,2,129,4,129,1,129,5,129,6,129,20,129,17,129,1,129,0,129,1,129,3,129,2,129,1,129,1,129,3,129,1,129,12,129,0,1,522,0,176,0,0,0,5,129,5,129,0,1,0,1,26,0,1,129,488,128,592,128,0,128,0,128,0,128,0,128,2,128,100,128,122,128
DE,1,2,7,4,4,2,8,9,2161,10,1894,10,220,9,17,10,0,10,2,9,28,9,130,10,18,9,18,10,186,9,124,10,34,9,10,9,169,10,0.876446089773253,10,1894,2161,0.118279569892473,9,220,1860,0.103529411764706,9,220,2125,0.110429447852761,9,18,163,0.769230769230769,10,130,169,2023/01/22,,0,10,1,10,1,10,1,10,2,10,2,10,4,10,6,10,0,10,0,10,1,10,2,10,2,10,3,10,2,10,7,10,10,10,27,10,0,4,127,0,50,0,0,0,1,10,3,10,0,4,0,4,10,0,4,10,159,9,213,9,1,9,1,9,0,9,0,9,1,9,33,9,44,9
OK,2,12,111,21,88,16,5,123,9208,125,6720,125,382,123,58,125,0,125,1,123,0,123,785,125,74,123,67,125,358,123,326,125,24,123,23,123,962,125,0.729800173761946,125,6720,9208,0.057975413568068,123,382,6589,0.042219274977896,123,382,9048,0.08008658008658,123,74,924,0.816008316008316,125,785,962,2023/01/22,,1,124,3,119,2,118,2,118,7,119,8,118,13,118,19,120,3,125,0,124,2,119,1,118,6,119,10,119,8,118,13,118,8,118,48,125,1,31,200,0,4,0,0,0,10,125,17,125,0,25,0,25,47,2,25,125,414,123,556,123,1,123,0,115,0,116,0,113,1,123,99,123,137,123
NH,3,1,22,3,4,19,13,26,2454,26,2093,26,83,26,10,26,0,26,0,26,0,26,191,26,11,26,9,26,82,26,76,26,1,26,0,26,219,26,0.852893235533822,26,2093,2454,0.039655996177735,26,83,2093,0.033822330888346,26,83,2454,0.050228310502283,26,11,219,0.872146118721461,26,191,219,2023/01/22,,0,26,0,26,1,26,0,26,0,26,3,26,4,26,3,26,0,26,0,26,0,26,0,26,0,26,1,26,0,26,1,26,2,26,4,26,0,7,276,0,0,0,0,0,4,26,1,26,0,7,0,7,13,0,7,26,30,26,68,26,0,26,0,26,0,26,0,26,0,26,7,26,14,26
WY,0,1,26,3,17,7,0,25,1304,27,565,27,24,25,4,27,0,27,0,25,3,25,44,27,0,25,0,27,24,25,12,27,0,25,0,25,107,27,0.433282208588957,27,565,1304,0.043321299638989,25,24,554,0.018823529411765,25,24,1275,0,25,0,101,0.411214953271028,27,44,107,2023/01/22,,0,27,0,27,0,27,0,27,1,27,1,27,0,27,3,27,0,27,0,27,0,27,0,27,2,27,0,27,1,27,0,27,3,27,6,27,0,20,60,,159,0,,0,1,27,2,27,0,3,0,20,5,0,3,27,10,25,28,25,0,25,0,25,0,25,0,25,0,25,3,25,3,25
MA,0,0,73,12,60,1,50,72,15860,73,13715,73,876,72,136,73,0,73,0,72,1,72,1056,73,93,72,83,73,856,72,781,73,20,72,18,72,1260,73,0.864754098360656,73,13715,15860,0.064321903223438,72,876,13619,0.055703929797787,72,876,15726,0.075303643724696,72,93,1235,0.838095238095238,73,1056,1260,2023/01/22,,0,73,3,73,10,73,5,73,13,73,27,73,36,73,40,73,2,73,0,73,2,73,1,73,5,73,15,73,11,73,12,73,31,73,77,73,0,71,0,,0,0,,0,8,73,14,73,0,31,0,31,96,0,31,73,707,72,1007,72,0,72,0,72,0,72,0,72,2,72,135,72,143,72
CA,6,59,290,94,202,59,72,347,61435,355,49396,355,3128,347,416,355,20,339,15,347,13,347,5004,355,410,347,359,355,3041,347,2610,355,87,347,71,347,6578,355,0.804036786847888,355,49396,61435,0.064122012217621,347,3128,48782,0.051543164104339,347,3128,60687,0.063992508194163,347,410,6407,0.760717543326239,355,5004,6578,2023/01/22,,5,354,30,353,28,353,28,352,37,353,78,353,80,353,127,352,5,354,4,353,20,354,31,353,45,353,45,353,69,353,72,353,54,353,344,355,4,63,698,175,24,0,0,0,35,354,15,354,0,38,10,294,214,17,294,354,2447,347,3380,347,6,347,5,345,3,346,1,347,19,347,718,347,1012,347
VT,2,0,12,5,8,1,0,13,1148,14,850,14,44,13,7,14,0,14,1,13,1,13,71,14,4,13,4,14,41,13,45,14,3,13,2,13,96,14,0.740418118466899,14,850,1148,0.053333333333333,13,44,825,0.039497307001795,13,44,1114,0.043478260869565,13,4,92,0.739583333333333,14,71,96,2023/01/22,,0,14,0,11,1,11,0,11,0,11,1,11,2,11,3,11,0,14,0,14,1,11,0,11,0,11,0,11,0,11,0,11,1,11,2,14,0,2,12,0,0,0,0,0,1,14,1,14,0,1,0,1,8,0,2,14,24,13,49,13,1,13,0,10,0,10,0,13,0,13,6,13,4,13
IN,7,96,24,7,103,17,2,125,14465,127,10485,127,401,125,55,127,0,127,4,125,5,125,1331,127,62,125,56,127,381,125,336,127,20,125,13,125,1968,127,0.724853093674386,127,10485,14465,0.038591088441921,125,401,10391,0.027975443002651,125,401,14334,0.032107716209218,125,62,1931,0.676321138211382,127,1331,1968,2023/01/22,,0,126,1,121,2,121,6,121,7,121,6,122,16,121,17,121,0,127,1,126,1,121,3,121,3,122,3,121,6,122,10,121,13,122,40,127,3,101,302,559,619,0,0,0,8,127,16,127,0,101,0,101,55,6,101,127,408,125,813,125,3,125,0,119,0,119,1,125,0,125,75,125,205,125
